Order ID,Customer ID,Customer Segment,Order Priority,Product Category,Product Sub-Category,State or Province,Region,City,Order Date,Unit Price,Quantity ordered new,Profit,Sales
90462,3311,Small Business,Low,Office Supplies,Paper,Massachusetts,East,Winchester,2015-01-26,6.45,9,39.4266,57.14
86592,2923,Consumer,Medium,Office Supplies,Binders and Binder Accessories,Maryland,East,Hagerstown,2015-02-28,6.37,15,-27.1492,99.75
88101,1132,Corporate,Medium,Office Supplies,Binders and Binder Accessories,Texas,Central,Euless,2015-02-10,6.37,6,-48.2195,37.7
90059,510,Corporate,Critical,Office Supplies,Binders and Binder Accessories,California,West,Manteca,2015-02-01,6.37,14,-29.0927,89.79
20261,1106,Small Business,Medium,Office Supplies,Paper,Texas,Central,Dallas,2015-05-20,6.35,52,81.91,318.47
86409,1108,Small Business,Medium,Office Supplies,Paper,Texas,Central,Lancaster,2015-05-20,6.35,13,54.9378,79.62
89128,3035,Home Office,Low,Office Supplies,Paper,Illinois,Central,Lombard,2015-01-15,6.35,12,52.1709,75.61
90438,753,Corporate,Critical,Office Supplies,Paper,Arizona,West,Prescott,2015-03-11,6.35,22,97.6626,141.54
57061,1060,Small Business,Low,Office Supplies,Labels,Georgia,South,Atlanta,2015-05-30,6.3,20,4.1674,121.87
86050,2202,Home Office,Low,Office Supplies,Labels,Minnesota,Central,Brooklyn Center,2015-01-31,6.3,10,40.3512,58.48
86520,120,Corporate,High,Office Supplies,Labels,Utah,West,Layton,2015-01-12,6.3,10,41.2965,59.85
87846,1041,Small Business,Critical,Office Supplies,Labels,California,West,Woodland,2015-04-17,6.3,11,44.9121,65.09
89278,2254,Corporate,Low,Office Supplies,Labels,Kentucky,South,Paducah,2015-01-27,6.3,12,-464.282,68.72
89658,2584,Home Office,Critical,Office Supplies,Labels,Michigan,Central,Inkster,2015-06-09,6.3,15,67.6062,97.98
14115,1682,Consumer,Not Specified,Furniture,Office Furnishings,Illinois,Central,Chicago,2015-02-14,6.28,43,-38.38,284.48
54567,2498,Small Business,Medium,Furniture,Office Furnishings,California,West,San Diego,2015-02-02,6.28,56,-61.59,355.4
85880,1497,Corporate,Critical,Furniture,Office Furnishings,New York,East,Elmira,2015-03-11,6.28,2,-10.09,14.08
87277,335,Corporate,Critical,Furniture,Office Furnishings,Oregon,West,Medford,2015-05-04,6.28,1,-5.2,8.53
88320,2500,Small Business,Medium,Furniture,Office Furnishings,Illinois,Central,Lake In The Hills,2015-02-02,6.28,14,-32.0268,88.85
88714,2464,Consumer,Not Specified,Office Supplies,Binders and Binder Accessories,Louisiana,South,Bossier City,2015-01-20,6.28,6,1.278,38.04
90612,1683,Consumer,Not Specified,Furniture,Office Furnishings,Texas,Central,Conroe,2015-02-14,6.28,11,-19.9576,72.77
89257,823,Small Business,Low,Furniture,Office Furnishings,Tennessee,South,Smyrna,2015-01-12,6.24,13,4.3809,80.23
88569,850,Corporate,Not Specified,Office Supplies,Pens & Art Supplies,California,West,Goleta,2015-03-07,6.08,7,19.57,41.96
90588,936,Corporate,Critical,Office Supplies,Paper,California,West,Redlands,2015-02-17,6.04,1,-4.14,8.41
21636,1340,Home Office,Low,Office Supplies,Storage & Organization,New York,East,New York City,2015-02-10,5.98,11,-24.44,73.44
29889,2548,Small Business,Not Specified,Office Supplies,Pens & Art Supplies,California,West,Los Angeles,2015-06-04,5.98,81,23.87,448.26
38852,1193,Small Business,Not Specified,Office Supplies,Binders and Binder Accessories,District of Columbia,East,Washington,2015-05-01,5.98,85,38.08,517.85
56486,3011,Corporate,Critical,Office Supplies,Paper,Massachusetts,East,Boston,2015-05-28,5.98,16,-23.5,107.08
85950,2282,Home Office,Medium,Office Supplies,Paper,Wisconsin,Central,Fitchburg,2015-02-05,5.98,14,-36.0308,86.12
86041,317,Corporate,Not Specified,Office Supplies,Paper,California,West,Lemon Grove,2015-06-17,5.98,17,-52.344,103.49
86164,2353,Corporate,Critical,Office Supplies,Pens & Art Supplies,Maryland,East,Edgewood,2015-04-29,5.98,22,52.6976,131.79
86283,3331,Corporate,Medium,Office Supplies,Storage & Organization,Florida,South,Ormond Beach,2015-01-05,5.98,11,-781.1342,65.85
86331,1946,Consumer,Medium,Office Supplies,Paper,Pennsylvania,East,Mount Lebanon,2015-01-26,5.98,3,-37.1752,18.31
86600,1837,Corporate,High,Office Supplies,Paper,California,West,San Gabriel,2015-04-19,5.98,4,-18.8784,28
86846,1860,Home Office,Critical,Office Supplies,Binders and Binder Accessories,Massachusetts,East,Webster,2015-06-15,5.98,5,13.2294,28.01
86956,1827,Corporate,Not Specified,Office Supplies,Pens & Art Supplies,Iowa,Central,Burlington,2015-02-19,5.98,9,38.0397,55.13
86956,1828,Corporate,Not Specified,Office Supplies,Paper,Iowa,Central,Cedar Falls,2015-02-19,5.98,7,-47.12,44.8
87234,2052,Home Office,Not Specified,Office Supplies,Envelopes,New Mexico,West,Albuquerque,2015-02-19,5.98,5,9.5608,31.64
87407,62,Corporate,High,Office Supplies,Paper,Texas,Central,Round Rock,2015-05-09,5.98,3,2.14,22.85
87474,3374,Home Office,High,Office Supplies,Paper,Maryland,East,Odenton,2015-06-29,5.98,5,-37.048,34.25
87586,1194,Small Business,Not Specified,Office Supplies,Binders and Binder Accessories,Florida,South,Immokalee,2015-05-01,5.98,21,20.496,127.94
87933,3205,Consumer,Low,Office Supplies,Pens & Art Supplies,Idaho,West,Rexburg,2015-03-30,5.98,10,32.83,56.4
88040,2058,Corporate,Medium,Office Supplies,Paper,North Carolina,South,Hickory,2015-02-13,5.98,5,46.65,32.76
88418,2127,Home Office,Critical,Office Supplies,Paper,Michigan,Central,Sterling Heights,2015-03-18,5.98,6,-49.53,33.95
88426,53,Corporate,Not Specified,Office Supplies,Paper,Washington,West,Redmond,2015-03-10,5.98,17,-67.49,110.19
88547,3151,Corporate,Medium,Office Supplies,Binders and Binder Accessories,California,West,Twentynine Palms,2015-03-11,5.98,10,28.526,59.9
88556,2072,Corporate,High,Office Supplies,Paper,Michigan,Central,Flint,2015-02-11,5.98,14,-55.8324,93.96
88589,3354,Corporate,High,Office Supplies,Paper,California,West,Calexico,2015-05-16,5.98,6,-62,37.05
88658,2549,Small Business,Not Specified,Office Supplies,Pens & Art Supplies,Ohio,East,Whitehall,2015-06-04,5.98,20,35.805,110.68
89008,1026,Small Business,High,Technology,Computer Peripherals,New York,East,Central Islip,2015-05-29,5.98,26,18.922,151.55
89279,2254,Corporate,High,Office Supplies,Paper,Kentucky,South,Paducah,2015-04-28,5.98,13,110.118,77.54
89515,1267,Corporate,Not Specified,Technology,Computer Peripherals,Florida,South,Boca Raton,2015-05-12,5.98,11,-1522.304,69.75
89523,151,Home Office,High,Office Supplies,Envelopes,Tennessee,South,Kingsport,2015-04-20,5.98,5,13.896,28.11
89994,1364,Home Office,Not Specified,Office Supplies,Paper,Maryland,East,Camp Springs,2015-03-17,5.98,10,-90.26,57.34
90408,2369,Consumer,Low,Office Supplies,Paper,Florida,South,Pembroke Pines,2015-01-13,5.98,13,-41.9727,77.42
90531,1633,Home Office,Not Specified,Technology,Computer Peripherals,Mississippi,South,Horn Lake,2015-02-10,5.98,6,-76.1068,38.54
90589,936,Corporate,Not Specified,Office Supplies,Paper,California,West,Redlands,2015-06-27,5.98,17,-31.885,104.95
90806,903,Consumer,Not Specified,Office Supplies,Binders and Binder Accessories,Massachusetts,East,Wilmington,2015-03-12,5.98,18,80.6748,116.92
91244,1341,Home Office,Low,Office Supplies,Storage & Organization,Pennsylvania,East,Chambersburg,2015-02-10,5.98,3,-12.7088,20.03
90480,241,Small Business,Low,Office Supplies,Binders and Binder Accessories,Colorado,West,Grand Junction,2015-05-26,5.94,13,-256.519,79.93
90578,871,Home Office,Not Specified,Office Supplies,Binders and Binder Accessories,Nevada,West,Reno,2015-05-20,5.94,12,-239.315,74.77
90725,2765,Corporate,Low,Office Supplies,Pens & Art Supplies,New Jersey,East,Lindenwold,2015-05-28,5.85,7,-5.08,41.4
86234,3275,Small Business,Low,Office Supplies,Pens & Art Supplies,Washington,West,Mount Vernon,2015-01-01,5.84,6,20.38,36.09
86546,2979,Corporate,Not Specified,Office Supplies,Pens & Art Supplies,North Dakota,Central,Dickinson,2015-06-14,5.84,4,16.092,23.89
88600,1213,Corporate,High,Office Supplies,Pens & Art Supplies,Indiana,Central,Granger,2015-01-15,5.84,2,-0.01,11.74
89194,1502,Small Business,Low,Office Supplies,Pens & Art Supplies,Florida,South,Coral Springs,2015-06-29,5.84,11,731.922,61.39
90244,820,Small Business,Low,Office Supplies,Pens & Art Supplies,Washington,West,Walla Walla,2015-05-21,5.84,1,-2.87,5.9
86789,3133,Corporate,Medium,Office Supplies,Binders and Binder Accessories,Illinois,Central,Naperville,2015-01-16,5.81,12,-350.4395,64.96
87031,2508,Home Office,Low,Office Supplies,Binders and Binder Accessories,Maine,East,Sanford,2015-01-08,5.81,7,-137.494,42.44
89993,1363,Consumer,Medium,Office Supplies,Rubber Bands,Florida,South,Casselberry,2015-02-04,5.81,9,-149.1182,53.44
90237,233,Small Business,Medium,Office Supplies,Binders and Binder Accessories,Illinois,Central,Orland Park,2015-02-20,5.81,10,-243.2365,58.8
49125,1129,Corporate,Not Specified,Office Supplies,Paper,Massachusetts,East,Boston,2015-03-29,5.78,29,-116.05,177.41
87378,1882,Home Office,Not Specified,Office Supplies,Paper,New Jersey,East,Linden,2015-03-01,5.78,1,-7.96,11.35
88798,2006,Home Office,Not Specified,Office Supplies,Paper,Colorado,West,Durango,2015-03-05,5.78,15,-63.35,88.22
89941,1776,Consumer,Not Specified,Office Supplies,Paper,Indiana,Central,Terre Haute,2015-02-04,5.78,19,-53.898,106.57
90027,526,Home Office,Not Specified,Office Supplies,Paper,Arizona,West,Mesa,2015-01-17,5.78,15,-108.19,87.27
91180,2987,Home Office,Critical,Office Supplies,Paper,Iowa,Central,West Des Moines,2015-06-28,5.78,6,-57.824,35.96
89777,1765,Consumer,Not Specified,Office Supplies,Binders and Binder Accessories,Missouri,Central,Creve Coeur,2015-05-04,5.77,8,3.5581,52.43
90040,2363,Home Office,High,Furniture,Office Furnishings,Ohio,East,Medina,2015-04-11,5.77,11,-61.5276,69.89
87382,2601,Corporate,Low,Office Supplies,"Scissors, Rulers and Trimmers",New Hampshire,East,Merrimack,2015-03-21,5.74,7,-50.75,42.02
90405,2151,Corporate,High,Office Supplies,Binders and Binder Accessories,Iowa,Central,Dubuque,2015-02-09,5.74,1,-6.93082,7.21
91398,2952,Corporate,Medium,Office Supplies,Binders and Binder Accessories,Ohio,East,Grove City,2015-04-15,5.74,12,-61.62804,70.03
55874,1228,Small Business,Medium,Office Supplies,Envelopes,Pennsylvania,East,Philadelphia,2015-02-16,5.68,24,33.01,129.53
86153,880,Small Business,Critical,Office Supplies,Envelopes,Arizona,West,Scottsdale,2015-03-25,5.68,5,18.6438,27.02
87995,1607,Home Office,Low,Office Supplies,"Scissors, Rulers and Trimmers",New York,East,Freeport,2015-02-06,5.68,21,-33.2956,118.35
88781,1708,Small Business,Medium,Office Supplies,Envelopes,Ohio,East,Shaker Heights,2015-01-17,5.68,10,38.2812,55.48
5509,272,Home Office,Low,Office Supplies,Envelopes,North Carolina,South,Charlotte,2015-04-07,5.58,11,-29.8984,68.46
88941,268,Home Office,Low,Office Supplies,Envelopes,Arizona,East,Flagstaff,2015-04-07,5.58,3,-22.48,18.67
89071,3017,Corporate,Critical,Office Supplies,Envelopes,California,West,Encinitas,2015-01-09,5.58,1,-7.25,11.16
90218,2928,Consumer,Critical,Office Supplies,Binders and Binder Accessories,South Carolina,South,Charleston,2015-05-26,5.58,42,689.328,236.83
90987,3325,Consumer,Critical,Office Supplies,Pens & Art Supplies,Oregon,West,Coos Bay,2015-04-24,5.58,23,23.046,121.46
86668,1593,Corporate,Medium,Office Supplies,Binders and Binder Accessories,Oklahoma,Central,Bartlesville,2015-04-04,5.53,8,-77.82372,48.81
87570,2141,Home Office,High,Office Supplies,Binders and Binder Accessories,Colorado,West,Durango,2015-02-18,5.44,3,-18.4782,19.68
90069,1054,Corporate,Not Specified,Office Supplies,Binders and Binder Accessories,Arizona,West,Surprise,2015-05-25,5.44,4,-51.704,26.31
89327,522,Small Business,Medium,Office Supplies,Paper,Oregon,West,Redmond,2015-06-22,5.43,1,-2.58,5.76
89939,1777,Consumer,Low,Office Supplies,Paper,Indiana,Central,Valparaiso,2015-04-22,5.43,7,26.5029,38.41
85966,210,Home Office,Medium,Office Supplies,Binders and Binder Accessories,New York,East,Troy,2015-06-02,5.4,4,-21.48775,27.3
86118,2610,Corporate,High,Office Supplies,Binders and Binder Accessories,California,West,Davis,2015-05-16,5.4,9,-136.252,49.24
86792,3133,Corporate,Critical,Office Supplies,Binders and Binder Accessories,Illinois,Central,Naperville,2015-03-04,5.4,4,-44.068,25.35
87043,3001,Consumer,Not Specified,Office Supplies,Binders and Binder Accessories,Michigan,Central,Port Huron,2015-03-17,5.4,21,-237.544,117.87
89097,2432,Consumer,Not Specified,Office Supplies,Binders and Binder Accessories,Oklahoma,Central,Midwest City,2015-06-06,5.4,6,-34.7645,37.38
90291,371,Corporate,Not Specified,Office Supplies,Binders and Binder Accessories,Massachusetts,East,Everett,2015-05-27,5.4,9,-132.6295,51.82
88198,618,Consumer,Not Specified,Office Supplies,Binders and Binder Accessories,Colorado,West,Pueblo West,2015-04-29,5.38,14,-64.67094,81.82
88794,2164,Small Business,Not Specified,Office Supplies,Binders and Binder Accessories,California,West,Pasadena,2015-01-09,5.38,3,-66.77958,18.68
22755,1314,Home Office,Medium,Office Supplies,Binders and Binder Accessories,California,West,Los Angeles,2015-03-30,5.34,45,3.451,240.6
86545,2979,Corporate,Critical,Office Supplies,Binders and Binder Accessories,North Dakota,Central,Dickinson,2015-02-26,5.34,6,5.2955,34.73
87602,1316,Home Office,Medium,Office Supplies,Binders and Binder Accessories,Colorado,West,Commerce City,2015-03-30,5.34,11,3.451,58.81
87812,693,Small Business,Low,Office Supplies,Binders and Binder Accessories,Colorado,West,Thornton,2015-03-08,5.34,17,9.486,95.1
88588,3356,Corporate,Medium,Office Supplies,Binders and Binder Accessories,Idaho,West,Eagle,2015-05-04,5.34,13,-116.3455,66.65
88928,383,Corporate,Critical,Office Supplies,Binders and Binder Accessories,Pennsylvania,East,Drexel Hill,2015-03-19,5.34,7,-82.823,38.65
39076,3251,Corporate,Critical,Office Supplies,Paper,New York,East,New York City,2015-06-11,5.28,76,-131.16,412.72
44517,699,Consumer,Medium,Office Supplies,Paper,California,West,Los Angeles,2015-04-23,5.28,5,-16.67,32.5
87299,3252,Corporate,Critical,Office Supplies,Paper,New York,East,Rotterdam,2015-06-11,5.28,19,-65.58,103.18
87977,702,Consumer,Medium,Office Supplies,Paper,California,West,Santa Rosa,2015-04-23,5.28,1,-16.67,6.5
89729,1265,Home Office,Critical,Office Supplies,Paper,Oklahoma,Central,Altus,2015-06-11,5.28,1,-11.376,7.15
90187,910,Corporate,Critical,Office Supplies,Paper,Arkansas,South,Texarkana,2015-05-14,5.28,15,-149.212,85.26
90337,388,Corporate,Critical,Office Supplies,Paper,Nebraska,Central,Kearney,2015-01-03,5.28,4,-51.5592,22.82
91466,2992,Home Office,Low,Office Supplies,Paper,Wisconsin,Central,Sheboygan,2015-05-08,5.28,36,25.058,203.05
9606,898,Small Business,Not Specified,Office Supplies,Paper,New York,East,New York City,2015-01-27,5.18,44,37.31,228.5
86264,899,Small Business,Not Specified,Office Supplies,Paper,Pennsylvania,East,Altoona,2015-01-27,5.18,11,37.31,57.13
87176,91,Home Office,Medium,Office Supplies,Paper,California,West,Vallejo,2015-02-18,5.18,10,34.0104,53.54
87725,744,Corporate,Low,Office Supplies,Binders and Binder Accessories,Arizona,West,Oro Valley,2015-01-28,5.18,9,-126.81418,47.64
88330,3246,Small Business,Low,Office Supplies,Paper,New Hampshire,East,Hudson,2015-04-01,5.18,4,1.9504,21.86
90271,829,Corporate,Not Specified,Office Supplies,Paper,Arkansas,South,Texarkana,2015-02-22,5.18,5,-17.654,28.46
91000,2481,Corporate,Critical,Office Supplies,Binders and Binder Accessories,Louisiana,South,Lafayette,2015-04-06,5.18,14,-188.034,79.61
91584,2773,Corporate,Not Specified,Office Supplies,Binders and Binder Accessories,California,West,Dublin,2015-03-26,5.18,2,-29.003,10.96
89858,1781,Home Office,Low,Furniture,Office Furnishings,California,West,San Carlos,2015-01-07,5.08,4,15.1524,21.96
32420,699,Consumer,Medium,Technology,Computer Peripherals,California,West,Los Angeles,2015-01-29,5.02,42,-168.72,210.1
87552,2797,Consumer,Medium,Technology,Computer Peripherals,Pennsylvania,East,Pittsburgh,2015-01-10,5.02,8,-159.3028,43.94
89300,2442,Consumer,Medium,Technology,Computer Peripherals,Florida,South,Merritt Island,2015-04-04,5.02,5,-3.948,27.42
42949,21,Small Business,Not Specified,Office Supplies,Rubber Bands,New York,East,New York City,2015-05-21,5,58,-17.49,293.06
8165,553,Corporate,Low,Office Supplies,Paper,California,West,Los Angeles,2015-04-15,4.98,63,-179.592,330.21
10464,491,Consumer,Critical,Office Supplies,Paper,New York,East,New York City,2015-02-10,4.98,41,-69.07,217
36069,272,Home Office,Low,Office Supplies,Paper,North Carolina,South,Charlotte,2015-06-05,4.98,37,-122.3733,189.83
38080,1682,Consumer,Not Specified,Office Supplies,Paper,Illinois,Central,Chicago,2015-03-14,4.98,47,-56.35,225.98
55874,1228,Small Business,Medium,Technology,Computer Peripherals,Pennsylvania,East,Philadelphia,2015-02-16,4.98,41,-111.72,228.3
57794,1129,Home Office,Low,Office Supplies,Paper,Massachusetts,East,Boston,2015-01-26,4.98,19,-46.92,105.5
86050,2202,Home Office,Low,Office Supplies,Paper,Minnesota,Central,Brooklyn Center,2015-01-31,4.98,8,27.6345,40.05
86191,555,Corporate,Low,Office Supplies,Paper,Utah,West,Pleasant Grove,2015-04-15,4.98,16,-161.6328,83.86
86491,3167,Corporate,Not Specified,Office Supplies,Paper,Florida,South,Ponte Vedra Beach,2015-06-19,4.98,15,-195.342,78.31
87175,92,Home Office,High,Office Supplies,Paper,Louisiana,South,Terrytown,2015-05-17,4.98,9,325.398,45.34
87677,2699,Corporate,Critical,Office Supplies,Binders and Binder Accessories,Arizona,West,Bullhead City,2015-05-22,4.98,16,-103.224,78.99
87804,406,Small Business,High,Office Supplies,Paper,New Jersey,East,South Vineland,2015-05-21,4.98,15,50.2044,72.76
88105,1133,Home Office,Low,Office Supplies,Paper,Texas,Central,Farmers Branch,2015-01-26,4.98,5,-46.92,27.76
88136,2466,Corporate,Medium,Office Supplies,Paper,Michigan,Central,Sault Sainte Marie,2015-02-27,4.98,7,-16.6348,38.11
88722,2323,Small Business,Not Specified,Technology,Computer Peripherals,California,West,Coachella,2015-06-19,4.98,7,-27.005,38.74
88907,494,Consumer,Critical,Office Supplies,Paper,Washington,West,Seattle,2015-02-10,4.98,10,-35.9164,52.93
88942,269,Home Office,Low,Office Supplies,Paper,Arizona,West,Gilbert,2015-06-05,4.98,9,-46.005,46.17
88959,2724,Home Office,Critical,Office Supplies,Paper,Tennessee,South,Chattanooga,2015-05-01,4.98,10,-37.562,53.21
89128,3035,Home Office,Low,Office Supplies,Paper,Illinois,Central,Lombard,2015-01-15,4.98,10,-75.9004,52.93
89360,2653,Consumer,Not Specified,Technology,Computer Peripherals,Kansas,Central,Derby,2015-02-22,4.98,7,-98.35,34.32
89601,2260,Corporate,Critical,Office Supplies,Labels,Georgia,South,Rome,2015-02-15,4.98,17,-52.864,87.11
89602,2260,Corporate,High,Office Supplies,Labels,Georgia,South,Rome,2015-04-21,4.98,1,4949.916,4.95
89805,3194,Consumer,Medium,Office Supplies,Paper,Florida,South,Spring Hill,2015-03-10,4.98,9,45.078,43.84
89961,164,Home Office,Medium,Office Supplies,Paper,Washington,West,Richland,2015-01-02,4.98,9,-77.03,45.63
90011,2893,Consumer,High,Office Supplies,Paper,Michigan,Central,Madison Heights,2015-02-23,4.98,9,-21.684,45.05
90378,1229,Small Business,Medium,Technology,Computer Peripherals,Texas,Central,Sulphur Springs,2015-02-16,4.98,10,-111.72,55.68
90613,1683,Consumer,Not Specified,Office Supplies,Paper,Texas,Central,Conroe,2015-03-14,4.98,12,-56.35,57.7
90739,3209,Corporate,Critical,Technology,Computer Peripherals,California,West,Beverly Hills,2015-06-28,4.98,8,-30.45,44.24
90837,290,Small Business,Not Specified,Technology,Computer Peripherals,Colorado,West,Loveland,2015-03-25,4.98,20,-135.16,102.54
90952,2639,Consumer,Not Specified,Office Supplies,Labels,New Mexico,West,Roswell,2015-03-19,4.98,3,3.84,14.2
91209,1354,Consumer,High,Office Supplies,Labels,Texas,Central,Weatherford,2015-02-11,4.98,2,4.4104,10.04
91438,3361,Home Office,Medium,Office Supplies,Binders and Binder Accessories,Wisconsin,Central,West Bend,2015-06-09,4.98,19,-47.99525,95
89148,2684,Small Business,Low,Furniture,Office Furnishings,Florida,South,Port Charlotte,2015-04-10,4.97,5,-180.152,26.66
13959,117,Home Office,Medium,Office Supplies,Labels,Washington,West,Seattle,2015-04-04,4.91,47,112.06,228.46
14785,2491,Consumer,High,Office Supplies,Labels,California,West,Los Angeles,2015-04-09,4.91,36,31.752,170.75
86514,2472,Home Office,Low,Office Supplies,Labels,Illinois,Central,Joliet,2015-02-21,4.91,10,35.2797,51.13
86529,2555,Home Office,Critical,Office Supplies,Labels,Wisconsin,Central,Madison,2015-02-02,4.91,9,29.5251,42.79
86887,2488,Consumer,High,Office Supplies,Labels,Arkansas,South,Cabot,2015-04-09,4.91,9,12.726,42.69
87436,3230,Small Business,Critical,Office Supplies,Binders and Binder Accessories,Wisconsin,Central,Waukesha,2015-06-13,4.91,10,-31.68825,53.89
87553,2797,Corporate,Medium,Office Supplies,Labels,Pennsylvania,East,Pittsburgh,2015-01-21,4.91,9,29.8839,43.31
87602,1315,Home Office,Medium,Office Supplies,Binders and Binder Accessories,Colorado,West,Colorado Springs,2015-03-30,4.91,9,-95.0475,48.3
88367,2014,Home Office,High,Office Supplies,Labels,Iowa,Central,Council Bluffs,2015-03-22,4.91,2,7.2519,10.51
88600,1212,Corporate,High,Office Supplies,Binders and Binder Accessories,Indiana,Central,Gary,2015-01-15,4.91,12,-99.7625,58.95
88852,1531,Consumer,Critical,Office Supplies,Labels,Florida,South,Palm Coast,2015-01-17,4.91,6,-157.696,28.22
89584,114,Home Office,Medium,Office Supplies,Labels,Oregon,West,Lake Oswego,2015-04-04,4.91,12,40.2477,58.33
90145,2286,Corporate,Medium,Office Supplies,Labels,South Carolina,South,Spartanburg,2015-02-04,4.91,12,99.198,61.87
90597,87,Corporate,High,Office Supplies,Labels,California,West,Vacaville,2015-03-22,4.91,9,28.8558,41.82
89647,353,Home Office,Low,Technology,Computer Peripherals,Arizona,West,Glendale,2015-05-14,4.89,17,-165.45,84.76
91328,1533,Corporate,High,Technology,Computer Peripherals,Missouri,Central,University City,2015-02-06,4.89,14,-56.446,74.01
34017,2618,Corporate,High,Office Supplies,Pens & Art Supplies,New York,East,New York City,2015-03-23,4.84,20,29.17,103.39
88014,2619,Corporate,High,Office Supplies,Pens & Art Supplies,South Dakota,Central,Sioux Falls,2015-03-23,4.84,5,17.8365,25.85
89873,2874,Home Office,Low,Office Supplies,Pens & Art Supplies,Nebraska,Central,La Vista,2015-04-06,4.84,4,13.4481,19.49
90539,1418,Small Business,Low,Office Supplies,Pens & Art Supplies,Indiana,Central,Kokomo,2015-01-01,4.84,8,25.2402,36.58
91122,2391,Corporate,Not Specified,Technology,Computer Peripherals,New York,East,Oceanside,2015-05-25,4.77,9,-45.64,42.46
87555,2794,Corporate,High,Office Supplies,Paper,Iowa,Central,Marshalltown,2015-06-07,4.76,5,15.8148,22.92
88611,2962,Consumer,High,Office Supplies,Paper,Colorado,West,Louisville,2015-05-07,4.76,10,33.3477,48.33
89657,2583,Home Office,Medium,Office Supplies,Paper,Michigan,Central,Holland,2015-06-07,4.76,23,-2.345,110.86
87222,1127,Consumer,Low,Office Supplies,Rubber Bands,Texas,Central,Eagle Pass,2015-06-22,4.71,19,4.53,90.52
89743,2817,Corporate,High,Office Supplies,Rubber Bands,Ohio,East,Newark,2015-06-01,4.71,2,-2.376,12.16
48257,667,Corporate,Low,Office Supplies,Binders and Binder Accessories,Texas,Central,Dallas,2015-04-22,4.57,45,-124.2805,221.06
88679,666,Corporate,Low,Office Supplies,Binders and Binder Accessories,Tennessee,South,Nashville,2015-04-22,4.57,11,-352.814,54.04
86949,2394,Corporate,Critical,Office Supplies,Binders and Binder Accessories,Georgia,South,Sandy Springs,2015-05-01,4.55,9,100.38,40.28
90309,2944,Corporate,Low,Office Supplies,Binders and Binder Accessories,Michigan,Central,Midland,2015-03-05,4.55,13,28.288,59.75
90514,1368,Consumer,Medium,Office Supplies,Binders and Binder Accessories,Texas,Central,Lufkin,2015-03-23,4.55,6,16.898,25.45
91447,2563,Home Office,Not Specified,Office Supplies,Binders and Binder Accessories,Minnesota,Central,Fridley,2015-04-08,4.55,9,27.0273,39.17
85949,2279,Home Office,Low,Office Supplies,Envelopes,Pennsylvania,East,Greensburg,2015-06-22,4.48,7,10.32,35.93
87909,3393,Consumer,Critical,Office Supplies,Envelopes,Washington,West,Pullman,2015-02-14,4.48,19,-3.2448,80.2
88634,1020,Small Business,Critical,Office Supplies,Envelopes,Kansas,Central,Pittsburg,2015-02-06,4.48,14,8.732,65.14
88645,576,Corporate,Low,Office Supplies,Appliances,California,West,Pomona,2015-01-13,4.48,4,-566,32.6
89787,1178,Consumer,High,Office Supplies,Appliances,Florida,South,Altamonte Springs,2015-04-09,4.48,2,64.266,21.46
90861,2426,Small Business,Low,Office Supplies,Appliances,Texas,Central,Irving,2015-05-02,4.48,37,139.5801,202.29
86837,15,Small Business,Critical,Office Supplies,Envelopes,New York,East,Smithtown,2015-04-08,4.42,7,-59.82,33.47
90568,1998,Corporate,Not Specified,Office Supplies,Envelopes,New York,East,East Massapequa,2015-06-03,4.42,3,-10.435,14.85
89059,875,Small Business,High,Office Supplies,Appliances,Utah,West,Salt Lake City,2015-02-21,4.37,18,-74.4796,78.59
90327,2570,Consumer,Critical,Office Supplies,Appliances,California,West,Davis,2015-04-25,4.37,19,-150.2604,87.85
11712,2491,Consumer,Low,Office Supplies,Pens & Art Supplies,California,West,Los Angeles,2015-04-26,4.28,9,0.37,38.96
24193,373,Small Business,Not Specified,Office Supplies,Paper,Michigan,Central,Detroit,2015-03-14,4.28,24,-63.87,109.86
86507,3226,Small Business,Not Specified,Office Supplies,Pens & Art Supplies,Tennessee,South,Hendersonville,2015-01-14,4.28,4,-105.126,17.89
86885,2495,Consumer,Low,Office Supplies,Pens & Art Supplies,Wyoming,West,Rock Springs,2015-04-26,4.28,2,0.37,8.66
87830,2668,Corporate,High,Office Supplies,Paper,South Dakota,Central,Rapid City,2015-03-28,4.28,12,-121.2,49.87
88219,2046,Corporate,Critical,Office Supplies,Paper,Kansas,Central,Liberal,2015-06-12,4.28,7,-27.375,31.54
89084,950,Consumer,Low,Office Supplies,Pens & Art Supplies,Minnesota,Central,Prior Lake,2015-03-22,4.28,1,-6.2,4.55
89432,993,Small Business,High,Office Supplies,Paper,California,West,Oxnard,2015-02-19,4.28,9,-104.57,38.58
89704,1636,Home Office,Critical,Office Supplies,Pens & Art Supplies,California,West,Salinas,2015-01-14,4.28,7,10.5792,29.18
90917,375,Small Business,Not Specified,Office Supplies,Paper,Tennessee,South,Morristown,2015-03-14,4.28,6,196.8,27.47
3042,699,Consumer,Medium,Office Supplies,Pens & Art Supplies,California,West,Los Angeles,2015-05-20,4.26,88,15.42,351.56
7909,117,Home Office,High,Office Supplies,Pens & Art Supplies,Washington,West,Seattle,2015-01-03,4.26,29,9.82,122.23
